id,teks,label,kategori
604,Ada informasi yang menyatakan bahwa SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
605,"Saya mendapatkan informasi bahwa Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum.",valid,perkuliahan
606,Mohon bantu periksa: Semua pengumuman kampus dari akun anonim dapat langsung dipercaya. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
607,Di grup mahasiswa tertulis bahwa Jurnal ilmiah dapat digunakan sebagai referensi akademik karena memuat hasil penelitian yang telah dikaji secara ilmiah.,valid,sumber belajar
608,Ada informasi yang menyatakan bahwa pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
609,Mohon bantu periksa: semua pengumuman kampus dari akun anonim dapat langsung dipercaya.,tidak_valid,hoaks digital
610,Mohon bantu periksa: password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat.,tidak_valid,keamanan digital
611,Saya mendapatkan informasi bahwa daftar pustaka digunakan untuk mencantumkan sumber referensi yang digunakan dalam karya ilmiah.,valid,sumber belajar
612,Bisakah chatbot menilai informasi berikut: Mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
613,"Apakah benar bahwa kejujuran akademik diperlukan dalam ujian, tugas, praktikum, dan penulisan karya ilmiah.",valid,etika akademik
614,"Apakah benar bahwa Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum. Mohon dijelaskan secara singkat.",valid,perkuliahan
615,Di grup mahasiswa tertulis bahwa Mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
616,Tolong cek informasi ini: Cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus. Mohon dijelaskan secara singkat.,valid,administrasi kampus
617,"Ada informasi yang menyatakan bahwa Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum.",valid,perkuliahan
618,Semua pengumuman kampus dari akun anonim dapat langsung dipercaya.,tidak_valid,hoaks digital
619,Cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus.,valid,administrasi kampus
620,Bisakah chatbot menilai informasi berikut: Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa. Mohon dijelaskan secara singkat.,valid,perkuliahan
621,Di grup mahasiswa tertulis bahwa cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus.,valid,administrasi kampus
622,Saya mendapatkan informasi bahwa mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus.,valid,ujian dan nilai
623,Di grup mahasiswa tertulis bahwa Berita yang hanya berasal dari pesan berantai perlu diperiksa ulang sebelum dipercaya. Mohon dijelaskan secara singkat.,valid,literasi digital
624,Di grup mahasiswa tertulis bahwa Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan. Mohon dijelaskan secara singkat.,valid,karier mahasiswa
625,Benarkah Mahasiswa perlu membaca modul atau bahan ajar sebelum mengikuti perkuliahan agar lebih siap memahami materi. Mohon dijelaskan secara singkat.,valid,perkuliahan
626,"LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran.",valid,teknologi pendidikan
627,Di grup mahasiswa tertulis bahwa Mahasiswa perlu membandingkan informasi dari beberapa sumber sebelum mengambil keputusan akademik. Mohon dijelaskan secara singkat.,valid,literasi digital
628,Benarkah Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan. Mohon dijelaskan secara singkat.,valid,perkuliahan
629,"RPS atau Rencana Pembelajaran Semester berisi rencana pembelajaran, capaian, materi, dan evaluasi perkuliahan.",valid,perkuliahan
630,Apakah informasi ini valid: Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
631,Saya membaca kabar bahwa portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal.,tidak_valid,hoaks digital
632,Bisakah chatbot menilai informasi berikut: Mahasiswa perlu membandingkan informasi dari beberapa sumber sebelum mengambil keputusan akademik. Mohon dijelaskan secara singkat.,valid,literasi digital
633,Benarkah mahasiswa perlu logout dari akun akademik setelah menggunakan komputer umum.,valid,keamanan digital
634,Benarkah IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
635,"Tolong cek informasi ini: Portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja. Mohon dijelaskan secara singkat.",valid,karier mahasiswa
636,Apakah informasi ini valid: Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
637,Apakah benar bahwa SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
638,Di grup mahasiswa tertulis bahwa Mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
639,Saya mendapatkan informasi bahwa Berita yang hanya berasal dari pesan berantai perlu diperiksa ulang sebelum dipercaya. Mohon dijelaskan secara singkat.,valid,literasi digital
640,Saya mendapatkan informasi bahwa Mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
641,Mohon bantu periksa: Akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas. Mohon dijelaskan secara singkat.,valid,literasi digital
642,Di grup mahasiswa tertulis bahwa Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
643,Bisakah chatbot menilai informasi berikut: Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
644,Apakah benar bahwa Password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
645,Apakah informasi ini valid: Password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
646,"Tolong cek informasi ini: Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum. Mohon dijelaskan secara singkat.",valid,perkuliahan
647,Saya membaca kabar bahwa Mata kuliah pilihan adalah mata kuliah yang dapat dipilih mahasiswa sesuai minat dan ketentuan kurikulum. Mohon dijelaskan secara singkat.,valid,perkuliahan
648,Ada informasi yang menyatakan bahwa sKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah.,valid,layanan akademik
649,Di grup mahasiswa tertulis bahwa Mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
650,Apakah benar bahwa Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
651,Benarkah mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
652,"Benarkah silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan.",valid,perkuliahan
653,Mata kuliah pilihan adalah mata kuliah yang dapat dipilih mahasiswa sesuai minat dan ketentuan kurikulum.,valid,perkuliahan
654,Saya membaca kabar bahwa Mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
655,Mohon bantu periksa: KHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
656,Di grup mahasiswa tertulis bahwa Portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
657,"Tolong cek informasi ini: LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
658,Apakah informasi ini valid: SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
659,"Benarkah Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
660,Saya membaca kabar bahwa skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana.,valid,penelitian dan skripsi
661,Benarkah herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif.,valid,administrasi kampus
662,"Apakah benar bahwa informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan.",valid,literasi digital
663,Apakah benar bahwa mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi.,tidak_valid,hoaks akademik
664,Saya membaca kabar bahwa Jurnal ilmiah dapat digunakan sebagai referensi akademik karena memuat hasil penelitian yang telah dikaji secara ilmiah. Mohon dijelaskan secara singkat.,valid,sumber belajar
665,Mohon bantu periksa: Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
666,Saya mendapatkan informasi bahwa Mahasiswa perlu membandingkan informasi dari beberapa sumber sebelum mengambil keputusan akademik. Mohon dijelaskan secara singkat.,valid,literasi digital
667,Bisakah chatbot menilai informasi berikut: Mata kuliah wajib adalah mata kuliah yang harus ditempuh mahasiswa sesuai kurikulum program studi. Mohon dijelaskan secara singkat.,valid,perkuliahan
668,"Saya mendapatkan informasi bahwa kejujuran akademik diperlukan dalam ujian, tugas, praktikum, dan penulisan karya ilmiah.",valid,etika akademik
669,Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan.,valid,perkuliahan
670,KHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu.,valid,ujian dan nilai
671,Apakah benar bahwa semua pengumuman kampus dari akun anonim dapat langsung dipercaya.,tidak_valid,hoaks digital
672,Saya mendapatkan informasi bahwa password akun akademik harus dijaga kerahasiaannya agar tidak disalahgunakan pihak lain.,valid,keamanan digital
673,"Bisakah chatbot menilai informasi berikut: informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi.",valid,beasiswa
674,Mohon bantu periksa: Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
675,Ada informasi yang menyatakan bahwa Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
676,Saya mendapatkan informasi bahwa Cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus. Mohon dijelaskan secara singkat.,valid,administrasi kampus
677,Saya membaca kabar bahwa kRS adalah Kartu Rencana Studi yang berisi daftar mata kuliah yang diambil mahasiswa pada satu semester.,valid,layanan akademik
678,Saya membaca kabar bahwa Mahasiswa perlu membaca modul atau bahan ajar sebelum mengikuti perkuliahan agar lebih siap memahami materi. Mohon dijelaskan secara singkat.,valid,perkuliahan
679,Di grup mahasiswa tertulis bahwa kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan.,tidak_valid,hoaks beasiswa
680,Benarkah Transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
681,Saya mendapatkan informasi bahwa semua pengumuman kampus dari akun anonim dapat langsung dipercaya.,tidak_valid,hoaks digital
682,"Apakah benar bahwa Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
683,Bisakah chatbot menilai informasi berikut: mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data.,valid,administrasi kampus
684,Di grup mahasiswa tertulis bahwa Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa. Mohon dijelaskan secara singkat.,valid,perkuliahan
685,"Apakah informasi ini valid: LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
686,Apakah benar bahwa herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif.,valid,administrasi kampus
687,Ada informasi yang menyatakan bahwa Mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
688,Benarkah Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
689,Di grup mahasiswa tertulis bahwa Transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
690,Bisakah chatbot menilai informasi berikut: Remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
691,Ada informasi yang menyatakan bahwa mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus.,tidak_valid,etika akademik
692,Di grup mahasiswa tertulis bahwa Mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data. Mohon dijelaskan secara singkat.,valid,administrasi kampus
693,Bisakah chatbot menilai informasi berikut: Portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
694,Mohon bantu periksa: mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus.,tidak_valid,etika akademik
695,"Mohon bantu periksa: Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum. Mohon dijelaskan secara singkat.",valid,perkuliahan
696,"Di grup mahasiswa tertulis bahwa Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain. Mohon dijelaskan secara singkat.",valid,ujian dan nilai
697,Tolong cek informasi ini: SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
698,"Di grup mahasiswa tertulis bahwa Pembelajaran daring membutuhkan koneksi internet, perangkat pendukung, dan kedisiplinan mahasiswa. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
699,Saya mendapatkan informasi bahwa mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data.,valid,administrasi kampus
700,Di grup mahasiswa tertulis bahwa uAS adalah Ujian Akhir Semester yang digunakan untuk mengevaluasi pemahaman mahasiswa setelah perkuliahan selesai.,valid,ujian dan nilai
701,Di grup mahasiswa tertulis bahwa presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan.,valid,perkuliahan
702,Di grup mahasiswa tertulis bahwa dosen pembimbing akademik membantu mahasiswa dalam merencanakan studi dan menyelesaikan kendala akademik.,valid,layanan akademik
703,Saya mendapatkan informasi bahwa Praktikum membantu mahasiswa menerapkan teori ke dalam kegiatan percobaan atau praktik langsung. Mohon dijelaskan secara singkat.,valid,perkuliahan
704,Di grup mahasiswa tertulis bahwa Diskusi kelas dapat membantu mahasiswa memahami materi melalui pertukaran pendapat dan argumentasi. Mohon dijelaskan secara singkat.,valid,perkuliahan
705,Benarkah password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat.,tidak_valid,keamanan digital
706,"Saya mendapatkan informasi bahwa Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
707,Benarkah mahasiswa baru biasanya mengikuti kegiatan pengenalan kampus untuk memahami lingkungan akademik dan aturan perkuliahan.,valid,informasi kampus
708,Apakah informasi ini valid: Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
709,Tolong cek informasi ini: IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
710,Apakah benar bahwa mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik.,tidak_valid,hoaks akademik
711,Apakah benar bahwa UKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
712,Apakah informasi ini valid: skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana.,valid,penelitian dan skripsi
713,Password akun akademik harus dijaga kerahasiaannya agar tidak disalahgunakan pihak lain.,valid,keamanan digital
714,Apakah informasi ini valid: mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
715,Ada informasi yang menyatakan bahwa keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah.,valid,ujian dan nilai
716,Apakah benar bahwa Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
717,Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
718,Literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya.,valid,literasi digital
719,"Bisakah chatbot menilai informasi berikut: portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja.",valid,karier mahasiswa
720,Tolong cek informasi ini: mahasiswa perlu menjaga data pribadi ketika menggunakan layanan digital kampus.,valid,keamanan digital
721,Saya mendapatkan informasi bahwa Password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
722,Mohon bantu periksa: pengumuman akademik dari screenshot tanpa sumber resmi dapat langsung dipercaya.,tidak_valid,hoaks digital
723,Apakah benar bahwa Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan. Mohon dijelaskan secara singkat.,valid,karier mahasiswa
724,Tolong cek informasi ini: mata kuliah wajib adalah mata kuliah yang harus ditempuh mahasiswa sesuai kurikulum program studi.,valid,perkuliahan
725,"Tolong cek informasi ini: Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain. Mohon dijelaskan secara singkat.",valid,ujian dan nilai
726,Saya membaca kabar bahwa Password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
727,Mohon bantu periksa: magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan.,valid,karier mahasiswa
728,"Saya mendapatkan informasi bahwa Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain. Mohon dijelaskan secara singkat.",valid,ujian dan nilai
729,Mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus.,tidak_valid,etika akademik
730,Tolong cek informasi ini: informasi bantuan pendidikan yang meminta transfer ke rekening pribadi pasti resmi.,tidak_valid,hoaks beasiswa
731,Ada informasi yang menyatakan bahwa uTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester.,valid,ujian dan nilai
732,Apakah benar bahwa Mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
733,Di grup mahasiswa tertulis bahwa pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
734,Bisakah chatbot menilai informasi berikut: semua informasi viral tentang kampus pasti benar karena banyak dibagikan.,tidak_valid,literasi digital
735,"Benarkah dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi.",valid,penelitian dan skripsi
736,"Di grup mahasiswa tertulis bahwa Dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi. Mohon dijelaskan secara singkat.",valid,penelitian dan skripsi
737,Di grup mahasiswa tertulis bahwa uTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester.,valid,ujian dan nilai
738,Apakah informasi ini valid: Mahasiswa harus mengirim foto kartu identitas dan password email ke nomor pribadi untuk aktivasi kuliah. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
739,Di grup mahasiswa tertulis bahwa tautan mencurigakan perlu dihindari jika meminta data pribadi atau mengarahkan ke domain tidak dikenal.,valid,keamanan digital
740,"Di grup mahasiswa tertulis bahwa lMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran.",valid,teknologi pendidikan
741,Saya mendapatkan informasi bahwa informasi kelas pengganti sebaiknya dikonfirmasi kepada dosen pengampu atau program studi.,valid,perkuliahan
742,Tolong cek informasi ini: Mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
743,Tolong cek informasi ini: pengumuman akademik dari screenshot tanpa sumber resmi dapat langsung dipercaya.,tidak_valid,hoaks digital
744,Ada informasi yang menyatakan bahwa Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
745,Bisakah chatbot menilai informasi berikut: Herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif. Mohon dijelaskan secara singkat.,valid,administrasi kampus
746,Saya mendapatkan informasi bahwa iPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah.,valid,ujian dan nilai
747,Di grup mahasiswa tertulis bahwa Herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif. Mohon dijelaskan secara singkat.,valid,administrasi kampus
748,Mohon bantu periksa: UAS adalah Ujian Akhir Semester yang digunakan untuk mengevaluasi pemahaman mahasiswa setelah perkuliahan selesai. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
749,IPS adalah Indeks Prestasi Semester yang menunjukkan capaian nilai mahasiswa dalam satu semester.,valid,ujian dan nilai
750,Apakah informasi ini valid: transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi.,valid,ujian dan nilai
751,Saya mendapatkan informasi bahwa Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
752,Bisakah chatbot menilai informasi berikut: skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana.,valid,penelitian dan skripsi
753,Apakah informasi ini valid: Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
754,Tolong cek informasi ini: Proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan. Mohon dijelaskan secara singkat.,valid,penelitian dan skripsi
755,Tolong cek informasi ini: Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
756,Apakah benar bahwa pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
757,Bisakah chatbot menilai informasi berikut: Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
758,Saya mendapatkan informasi bahwa surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi.,valid,administrasi kampus
759,Ada informasi yang menyatakan bahwa Mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
760,Ada informasi yang menyatakan bahwa UKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
761,Mohon bantu periksa: Mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
762,Mohon bantu periksa: Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
763,Saya mendapatkan informasi bahwa mahasiswa perlu membaca pedoman akademik agar memahami aturan studi.,valid,layanan akademik
764,Di grup mahasiswa tertulis bahwa Skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana. Mohon dijelaskan secara singkat.,valid,penelitian dan skripsi
765,UTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester.,valid,ujian dan nilai
766,Di grup mahasiswa tertulis bahwa semua informasi viral tentang kampus pasti benar karena banyak dibagikan.,tidak_valid,literasi digital
767,Saya membaca kabar bahwa Keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
768,Apakah benar bahwa Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
769,Tolong cek informasi ini: Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
770,Di grup mahasiswa tertulis bahwa Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
771,Saya membaca kabar bahwa Mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
772,Ada informasi yang menyatakan bahwa Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
773,"Di grup mahasiswa tertulis bahwa Informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi.",valid,beasiswa
774,Benarkah keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah.,valid,ujian dan nilai
775,Apakah benar bahwa plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya.,valid,etika akademik
